date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel
20.09.2015,11:01:31.7085400,0.960928761,0.522133063,1.003458958,0.369486061
20.09.2015,11:01:31.7132902,0.996075313,0.522101489,1.003292923,0.37725998
20.09.2015,11:01:31.7181112,0.960172042,0.522101489,1.003458958,0.37725998
20.09.2015,11:01:31.7229476,0.994922837,0.521993581,1.003292923,0.39110678
20.09.2015,11:01:31.7277596,0.970472056,0.522031469,1.003403613,0.371053497
20.09.2015,11:01:31.7325378,0.979389478,0.522031469,1.003348268,0.371053497
20.09.2015,11:01:31.7372358,0.99099637,0.522099767,1.003292923,0.385608987
20.09.2015,11:01:31.7421376,0.964930056,0.522222393,1.003403613,0.381997431
20.09.2015,11:01:31.7468678,1.005632402,0.522209764,1.003237578,0.377133461
20.09.2015,11:01:31.7516980,0.955543448,0.522209764,1.003458958,0.377133461
20.09.2015,11:01:31.7564890,0.991282557,0.522133908,1.003292923,0.390125669
20.09.2015,11:01:31.7613102,0.957614629,0.522119173,1.003458958,0.373172698
20.09.2015,11:01:31.7660654,0.97938833,0.522119173,1.003348268,0.373172698
20.09.2015,11:01:31.7708922,0.969154089,0.5220876,1.003403613,0.372325721
20.09.2015,11:01:31.7757046,0.976262951,0.522063585,1.003348268,0.378113987
20.09.2015,11:01:31.7804896,0.986897399,0.522025138,1.003292923,0.393265226
20.09.2015,11:01:31.7852886,0.963774863,0.522025138,1.003403613,0.393265226
20.09.2015,11:01:31.7901232,0.987180163,0.522114597,1.003292923,0.374223513
20.09.2015,11:01:31.7949106,0.951049037,0.522223015,1.003458958,0.386097759
20.09.2015,11:01:31.7997746,0.987361329,0.522223015,1.003292923,0.386097759
20.09.2015,11:01:31.8044586,0.955332334,0.522337238,1.003458958,0.382949842
20.09.2015,11:01:31.8093004,0.975852519,0.522301455,1.003348268,0.376778503
20.09.2015,11:01:31.8141474,0.978771261,0.522242693,1.003348268,0.390075721
20.09.2015,11:01:31.8189586,0.967060295,0.522242693,1.003403613,0.390075721
20.09.2015,11:01:31.8236664,0.983011531,0.522253218,1.003348268,0.373622545
20.09.2015,11:01:31.8284950,0.960638209,0.52219849,1.003458958,0.372750967
20.09.2015,11:01:31.8332298,0.996073322,0.522173917,1.003292923,0.389583381
20.09.2015,11:01:31.8381280,0.960624886,0.522173917,1.003458958,0.389583381
20.09.2015,11:01:31.8428884,0.994942533,0.522077091,1.003292923,0.378641151
20.09.2015,11:01:31.8477072,0.970962768,0.522159183,1.003403613,0.370916434
20.09.2015,11:01:31.8524182,0.972994393,0.522159183,1.003403613,0.370916434
20.09.2015,11:01:31.8572820,0.987574679,0.522217944,1.003348268,0.385783804
20.09.2015,11:01:31.8620858,0.962155696,0.522285301,1.003458958,0.37833891
20.09.2015,11:01:31.8669202,1.00319934,0.5222632,1.003292923,0.375938555
20.09.2015,11:01:31.8718442,0.960495091,0.5222632,1.003458958,0.375938555
20.09.2015,11:01:31.8765054,0.992871742,0.52218948,1.003292923,0.38920164
20.09.2015,11:01:31.8812564,0.969995498,0.522192638,1.003403613,0.376346228
20.09.2015,11:01:31.8860960,0.989179461,0.522192638,1.003292923,0.376346228
20.09.2015,11:01:31.8909586,0.963257108,0.522158959,1.003403613,0.373232444
20.09.2015,11:01:31.8957358,0.974945685,0.522188874,1.003348268,0.392102163
20.09.2015,11:01:31.9005702,0.986808256,0.522317274,1.003292923,0.381227771
20.09.2015,11:01:31.9053030,0.964166096,0.522317274,1.003403613,0.381227771
20.09.2015,11:01:31.9100420,0.986986596,0.522410942,1.003292923,0.372750967
20.09.2015,11:01:31.9149044,0.955408318,0.522428036,1.003458958,0.385505525
20.09.2015,11:01:31.9197676,0.981251121,0.522428036,1.003348268,0.385505525
20.09.2015,11:01:31.9244786,0.959224056,0.522322791,1.003458958,0.380419453
20.09.2015,11:01:31.9293200,0.969718724,0.522272273,1.003403613,0.373204328
20.09.2015,11:01:31.9340334,0.975211199,0.522235948,1.003403613,0.389540569
20.09.2015,11:01:31.9389810,0.971499882,0.522235948,1.003403613,0.389540569
20.09.2015,11:01:31.9437012,0.99574955,0.522229633,1.003292923,0.370965636
20.09.2015,11:01:31.9484518,0.95492734,0.522191745,1.003458958,0.374701475
20.09.2015,11:01:31.9533030,1.006115711,0.522234481,1.003237578,0.394121469
20.09.2015,11:01:31.9581032,0.95841038,0.522234481,1.003458958,0.394121469
20.09.2015,11:01:31.9628928,0.990505536,0.522275526,1.003292923,0.379516244
20.09.2015,11:01:31.9676992,0.969914705,0.522363932,1.003403613,0.372722851
20.09.2015,11:01:31.9725764,0.991691835,0.522363932,1.003292923,0.372722851
20.09.2015,11:01:31.9772580,0.989670495,0.522408805,1.003292923,0.385127351
20.09.2015,11:01:31.9820874,0.976607902,0.522368812,1.003348268,0.385135817
20.09.2015,11:01:31.9868962,1.000050016,0.522385651,1.003237578,0.377003427
20.09.2015,11:01:31.9916212,0.966180254,0.522385651,1.003403613,0.377003427
20.09.2015,11:01:31.9965732,1.000891681,0.522357873,1.003237578,0.391442142
20.09.2015,11:01:32.0013010,0.967119117,0.522414705,1.003403613,0.375207553
20.09.2015,11:01:32.0060732,0.996061563,0.522414705,1.003237578,0.375207553
20.09.2015,11:01:32.0108572,0.960089551,0.522336824,1.003403613,0.373471425
20.09.2015,11:01:32.0157726,0.974411652,0.522395586,1.003348268,0.396290617
20.09.2015,11:01:32.0205348,0.986962016,0.522378746,1.003292923,0.379959062
20.09.2015,11:01:32.0253466,0.952923402,0.522378746,1.003458958,0.379959062
20.09.2015,11:01:32.0300296,0.993473564,0.522514513,1.003292923,0.373032121
20.09.2015,11:01:32.0349924,0.957380859,0.5226299,1.003458958,0.383536166
20.09.2015,11:01:32.0397242,0.989431413,0.5226299,1.003292923,0.383536166
20.09.2015,11:01:32.0445436,0.956397101,0.52268568,1.003458958,0.382422677
20.09.2015,11:01:32.0492206,0.976619849,0.522655159,1.003348268,0.37756925
20.09.2015,11:01:32.0541792,0.979451464,0.522579302,1.003348268,0.390871313
20.09.2015,11:01:32.0589122,0.967723185,0.522579302,1.003403613,0.390871313
20.09.2015,11:01:32.0637332,0.99084263,0.52262561,1.003292923,0.373742036
20.09.2015,11:01:32.0685236,0.957929776,0.522585617,1.003458958,0.372438182
20.09.2015,11:01:32.0732582,1.007144161,0.522643486,1.003237578,0.376922595
20.09.2015,11:01:32.0781004,0.958797766,0.522643486,1.003458958,0.376922595
20.09.2015,11:01:32.0829420,0.995083402,0.522520764,1.003292923,0.393029759
20.09.2015,11:01:32.0877264,0.971220602,0.522581806,1.003403613,0.370733684
20.09.2015,11:01:32.0925608,0.984952634,0.522581806,1.003348268,0.370733684
20.09.2015,11:01:32.0972972,0.986102254,0.522642529,1.003348268,0.385965755
20.09.2015,11:01:32.1021290,0.969588761,0.522727363,1.003403613,0.381108281
20.09.2015,11:01:32.1068780,1.00766309,0.522739993,1.003237578,0.37772037
20.09.2015,11:01:32.1117784,0.956881527,0.522739993,1.003458958,0.37772037
20.09.2015,11:01:32.1164474,0.992542205,0.522670547,1.003292923,0.391427871
20.09.2015,11:01:32.1212960,0.958594289,0.522604242,1.003458958,0.374230542
20.09.2015,11:01:32.1261116,0.99190969,0.522604242,1.003292923,0.374230542
20.09.2015,11:01:32.1309534,0.968104136,0.522572669,1.003403613,0.373130525
20.09.2015,11:01:32.1356966,0.976881229,0.522586653,1.003348268,0.381463238
20.09.2015,11:01:32.1405392,0.999186073,0.52256385,1.003237578,0.392894187
20.09.2015,11:01:32.1452916,0.947093893,0.52256385,1.003458958,0.392894187
20.09.2015,11:01:32.1501492,0.988129638,0.52262805,1.003292923,0.376827705
20.09.2015,11:01:32.1549322,0.944415361,0.522601739,1.003514303,0.371752869
20.09.2015,11:01:32.1597344,0.984205635,0.522601739,1.003348268,0.371752869
20.09.2015,11:01:32.1644992,0.964005734,0.522662637,1.003458958,0.393557776
20.09.2015,11:01:32.1693070,0.979111804,0.52265106,1.003348268,0.375207553
20.09.2015,11:01:32.1741476,0.980276611,0.522748938,1.003348268,0.378440829
20.09.2015,11:01:32.1789138,0.968137908,0.522748938,1.003403613,0.378440829
20.09.2015,11:01:32.1837168,0.991375198,0.522822658,1.003292923,0.386986111
20.09.2015,11:01:32.1884582,0.954085646,0.522863703,1.003458958,0.373717435
20.09.2015,11:01:32.1933348,1.006657092,0.522442723,1.003237578,0.380117212
20.09.2015,11:01:32.1980908,0.965867876,0.522930008,1.003403613,0.380117212
20.09.2015,11:01:32.2029460,0.999472658,0.522843468,1.003237578,0.392020106
20.09.2015,11:01:32.2076992,0.974322091,0.522869779,1.003348268,0.374314888
20.09.2015,11:01:32.2124960,0.988436606,0.522869779,1.003292923,0.374314888
20.09.2015,11:01:32.2172260,0.989388107,0.522750852,1.003292923,0.375780405
