date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel
20.09.2015,10:16:34.6989264,0.959023819,0.512003754,0.999086708,0.371014838
20.09.2015,10:16:34.7036526,0.966199762,0.512003754,0.999086708,0.371014838
20.09.2015,10:16:34.7084432,0.957359019,0.512048451,0.999031363,0.367834279
20.09.2015,10:16:34.7132492,0.966818313,0.512004615,0.999142053,0.381538266
20.09.2015,10:16:34.7180790,0.960621693,0.512009877,0.998976018,0.370579049
20.09.2015,10:16:34.7228848,0.965519766,0.512009877,0.999197398,0.370579049
20.09.2015,10:16:34.7276968,0.963448731,0.511990933,0.999031363,0.367521495
20.09.2015,10:16:34.7325240,0.960822011,0.512052661,0.999142053,0.368695315
20.09.2015,10:16:34.7372548,0.964101192,0.512052661,0.999031363,0.368695315
20.09.2015,10:16:34.7421126,0.956109577,0.512071605,0.999031363,0.373011035
20.09.2015,10:16:34.7469222,0.966673989,0.511999911,0.999031363,0.379344143
20.09.2015,10:16:34.7516140,0.960456396,0.511958865,0.998920673,0.367637471
20.09.2015,10:16:34.7564978,0.96732378,0.511958865,0.999086708,0.367637471
20.09.2015,10:16:34.7612920,0.963390589,0.511942026,0.998920673,0.372065653
20.09.2015,10:16:34.7661014,0.963654665,0.51202214,0.999086708,0.368350901
20.09.2015,10:16:34.7709754,0.96375148,0.51202214,0.998976018,0.368350901
20.09.2015,10:16:34.7756876,0.959377203,0.511981158,0.999031363,0.382048444
20.09.2015,10:16:34.7804518,0.967618158,0.511928535,0.999031363,0.370905891
20.09.2015,10:16:34.7853088,0.959567934,0.511946427,0.999031363,0.36819978
20.09.2015,10:16:34.7901216,0.968150813,0.511946427,0.999142053,0.36819978
20.09.2015,10:16:34.7948172,0.960152482,0.51202214,0.999031363,0.369299797
20.09.2015,10:16:34.7997754,0.963963763,0.512062133,0.999197398,0.372961832
20.09.2015,10:16:34.8044970,0.961527799,0.512062133,0.999031363,0.372961832
20.09.2015,10:16:34.8092222,0.962185168,0.511986564,0.999197398,0.379251384
20.09.2015,10:16:34.8140940,0.966178494,0.511953938,0.999142053,0.367542582
20.09.2015,10:16:34.8189756,0.956649897,0.512043396,0.999142053,0.372592817
20.09.2015,10:16:34.8236994,0.965386619,0.512043396,0.999197398,0.372592817
20.09.2015,10:16:34.8284292,0.957673516,0.512064238,0.999086708,0.368927267
20.09.2015,10:16:34.8332632,0.966679248,0.511986962,0.999252743,0.382019903
20.09.2015,10:16:34.8381770,0.94763537,0.512589411,0.999031363,0.370768828
